author,title,times,url
宋大肿,我封装了这么个类库后，每天只上半天班。。。,2017-04-19T13:47:15+08:00,http://www.jianshu.com/p/070cac885a54
草铺半生,阿里为什么不去清华招人？｜草铺半生,2017-11-16T17:23:23+08:00,http://www.jianshu.com/p/19e92aac5d66
张丰哲,对缓存击穿的一点思考,2017-10-28T20:33:54+08:00,http://www.jianshu.com/p/93767dac6b56
认真的莽夫,“无人超市”热捧后的冷思考，顺丰模式走红,2017-11-28T12:10:15+08:00,http://www.jianshu.com/p/384468dfc077
锵锵说运营,十秒做海报，这三个网站你值得拥有！,2017-10-29T17:11:03+08:00,http://www.jianshu.com/p/c438cd6b5288
锵锵说运营,除了优酷爱奇艺，这4个在线电影资源网站更值得收藏~,2017-11-06T20:54:53+08:00,http://www.jianshu.com/p/7e4710c34e30
天涯等风小郎君,只赚吆喝不赚钱，“互联网+”移动医疗能否熬过寒冬？,2017-11-28T09:43:12+08:00,http://www.jianshu.com/p/b254f4484670
北邮老土,百度的产品呢？（吐槽，并附百度失败产品不完全列表）,2017-11-27T07:37:11+08:00,http://www.jianshu.com/p/de54dfa4450b
匪号陆拾柒,如何定义一个高逼格的原生JS插件,2017-04-10T15:10:17+08:00,http://www.jianshu.com/p/e65c246beac1
都市头条,佰仟金融贷款买手机，逾期不还收到假开庭通知,2017-04-29T19:44:54+08:00,http://www.jianshu.com/p/68fbb8bfd7a0
急速奔跑中的蜗牛,javascript开发打气球小游戏,2017-10-29T16:39:45+08:00,http://www.jianshu.com/p/8bb6a45ae57a
菜心设计铺,听说这样做就可以成为大神,2017-11-21T07:16:28+08:00,http://www.jianshu.com/p/7f0dc565f8b8
yypond,一款处理图片的工具，3秒钟去水印、瑕疵比PS好用10倍,2017-07-26T15:34:35+08:00,http://www.jianshu.com/p/bb4cdcd21aa6
finish_dream,优秀网站,2017-05-31T08:27:18+08:00,http://www.jianshu.com/p/4c89d5d67baa
杰嗒嗒的阿杰,我眼中的架构设计,2017-11-27T12:53:58+08:00,http://www.jianshu.com/p/92d4f248893a
海滨仲夏夜_45a4,银行存管与银行托管一字之差的区别,2017-11-23T15:37:13+08:00,http://www.jianshu.com/p/25d5eda468cb
海滨仲夏夜_45a4,金融监管新起点,2017-11-21T10:58:12+08:00,http://www.jianshu.com/p/6a70ff67a28d
风铃无声江舟听雨,做开发十年，我总结出了这些开发经验,2017-11-13T15:27:09+08:00,http://www.jianshu.com/p/865d780d7dc1
纯银V,ask：短视频适合评论还是弹幕？,2017-09-10T19:13:07+08:00,http://www.jianshu.com/p/328589ec41c3
这波能反杀,干货 | 教你打造一款颜值逆天的VS Code,2017-01-13T00:08:05+08:00,http://www.jianshu.com/p/80e983201f86
李九三,你还记得他么？快播王欣快要出狱了,2017-11-21T00:31:12+08:00,http://www.jianshu.com/p/7329476c06fa
企创网,贾跃亭模仿秀——李笑来亲身演示，什么叫不作死就不会死,2017-11-23T10:42:10+08:00,http://www.jianshu.com/p/5dcededd4727
邓邓的胡言乱语,智能音箱哪家强？长文慎点！,2017-11-09T14:27:33+08:00,http://www.jianshu.com/p/2f8ff6391c8c
halohily,iOS开发者的大前端感悟：向前端说对不起,2017-11-21T14:29:44+08:00,http://www.jianshu.com/p/90c745669f1b
张晓衡,探索cocosH5正确的开发姿势---误区与js生态工具,2017-01-27T08:19:05+08:00,http://www.jianshu.com/p/d659dd5dcf6f
十陆,关于‘简书’拿到4200万B轮融资的看法,2017-04-24T12:28:19+08:00,http://www.jianshu.com/p/d9b11a89909d
pennysjs,你愿意嫁给程序猿吗？,2017-11-22T13:17:29+08:00,http://www.jianshu.com/p/e765884b6dbb
野蛮人诺基亚,阿里的菜市场和腾讯的专卖店,2017-11-21T20:52:51+08:00,http://www.jianshu.com/p/1d5bf349867d
PunyGod,Apache sentry架构分析-(与hive、hdfs集成),2017-09-21T19:09:07+08:00,http://www.jianshu.com/p/6d85d884c558
扁担少爷,把运营变成一件有趣的事情|读书笔记,2017-11-27T07:33:00+08:00,http://www.jianshu.com/p/634115b0ee91
我是思聪,机票大数据分析，揭示购票的秘密,2017-11-28T11:45:31+08:00,http://www.jianshu.com/p/3b22fb101189
dusong,PRD之道：活用Axure撰写轻便的需求文档,2017-09-12T14:32:42+08:00,http://www.jianshu.com/p/1fe60185dbbd
吴怼怼,和菜头也入驻微头条了，今日头条的智能社交有多大胜算？,2017-11-27T22:40:35+08:00,http://www.jianshu.com/p/c94d967d4110
formulahendry,Hexo的版本控制与持续集成,2017-04-03T13:52:33+08:00,http://www.jianshu.com/p/60de63b14ae5
Lily23333,手把手教你写竞品分析（咕咚，悦跑圈）,2017-02-24T10:45:47+08:00,http://www.jianshu.com/p/e5319735006e
想法有点怪,产品大火的今天，UI设计就是那长江的前浪吗？,2017-10-20T10:45:47+08:00,http://www.jianshu.com/p/c0f8d4e839c5
wblearn,Java打飞机小游戏（附完整源码）,2016-10-28T00:31:05+08:00,http://www.jianshu.com/p/3b289c5f14e5
安卓小哥,RecyclerView基本使用,2017-11-27T14:47:12+08:00,http://www.jianshu.com/p/d8c31dce7e9f
2H青年,被400多人围攻谩骂是什么感受？,2017-11-16T20:30:02+08:00,http://www.jianshu.com/p/402d53e8d255
小毕先生,分享|200套精选PPT模版（二）,2017-05-30T09:51:50+08:00,http://www.jianshu.com/p/cad25885f1c4
hehh,运营小白学习感悟01,2017-11-23T14:07:36+08:00,http://www.jianshu.com/p/97b90de9477d
WWest,Swift 让我来告诉你封装下拉刷新多么简单,2016-08-05T15:12:55+08:00,http://www.jianshu.com/p/725cd8028c8a
刘颙,新手如何用腾讯云服务器搭建一个WordPress博客？,2017-05-02T13:28:58+08:00,http://www.jianshu.com/p/5b6587b95901
洪生鹏,我愿意嫁给程序员,2016-11-15T10:44:56+08:00,http://www.jianshu.com/p/47c5963cc667
CornBallast,iOS动画篇_CALayer这些牛逼的子类你造吗,2017-04-24T18:14:12+08:00,http://www.jianshu.com/p/98ff8012362a
牛顶风,腾讯的产品产生机制值得研究,2017-11-27T20:43:58+08:00,http://www.jianshu.com/p/7460914f9b1d
若锦,iOS自定义日期、时间、城市选择器,2017-05-03T18:46:43+08:00,http://www.jianshu.com/p/c7fb8d7dba6d
lanzhiheng,node.js爬虫-爬取简书特定作者的所有文章,2017-05-07T22:04:49+08:00,http://www.jianshu.com/p/3fdb6ab47aef
超级6水,一呼百应创始人戴森：B2B怎么玩？首先跳出2C思维,2017-11-07T09:16:23+08:00,http://www.jianshu.com/p/e35fe87916dc
CoorChice,这十个搜索技巧至少价值100万！,2017-03-16T15:29:38+08:00,http://www.jianshu.com/p/a2f0f5a39cc3
fruitymoon,简单好用的iOS自动布局框架,2017-02-06T17:13:35+08:00,http://www.jianshu.com/p/c044f3de564a
海滨仲夏夜_45a4,从网贷新规看行业,2017-11-22T12:54:14+08:00,http://www.jianshu.com/p/e26cea1723bb
罂粟姐姐,工具 | 妙用Excel通配符，让工作效率倍增,2016-10-11T12:57:52+08:00,http://www.jianshu.com/p/55f33a675706
一纸VR,看这里，你就懂VR视频了！,2016-10-18T15:18:14+08:00,http://www.jianshu.com/p/d5646b70cc34
一纸VR,老司机都是怎么找VR资源的？我说的当然是你懂得VR资源,2017-01-06T14:43:24+08:00,http://www.jianshu.com/p/fea1903e97f1
凌风郎少,我跟网易云音乐爬虫不得不说的故事（文末附精彩评论）,2017-11-27T20:59:31+08:00,http://www.jianshu.com/p/c2ce89b75a9f
Sophia的玲珑阁,UX设计师妹纸，北漂两年半的转行经历（一）——从平面设计师到UI,2017-03-26T11:53:22+08:00,http://www.jianshu.com/p/38e805248a9d
PM田宇洲,一图胜千言--设计规则篇：学会这4点人人都是设计师,2017-09-12T13:01:23+08:00,http://www.jianshu.com/p/b678457147f0
程序员联盟,Linux探索之旅 | 第二部分第二课：命令行，世界尽在掌握,2016-11-04T09:47:59+08:00,http://www.jianshu.com/p/2c0f3bcb28a8
阿里云云栖社区,阿里巴巴正式开源其自研容器技术Pouch,2017-11-27T14:44:33+08:00,http://www.jianshu.com/p/60bfdafbc3cc
halohily,「iOS」高仿【少数派】客户端 代码+思路讲解,2017-09-13T17:14:11+08:00,http://www.jianshu.com/p/1265eea814c6
马虎眼,你用过真实的iPhone手机吗？,2017-11-24T14:35:42+08:00,http://www.jianshu.com/p/5817d5b98c79
永远在等公车的少女,阅读与阅读神器,2017-11-08T15:12:48+08:00,http://www.jianshu.com/p/7dc9c467a7f5
一木禾,一对一视频社交有哪些坑？,2017-03-20T22:07:57+08:00,http://www.jianshu.com/p/8467b5c092ff
文叨叨666,裸辞100天，我所亲历的自由职业真相,2017-02-04T00:08:49+08:00,http://www.jianshu.com/p/23ac2bcb5c59
Java团长,近5年133个Java面试问题列表,2017-02-10T10:50:28+08:00,http://www.jianshu.com/p/ca185fff7ccb
阿随向前冲,玩儿成PS高手你靠勤奋？还得学会“懒”啊！,2016-07-25T08:36:49+08:00,http://www.jianshu.com/p/150293ff580b
欢乐PPT,PPT速效装逼，你需要知道这8个网站,2016-07-26T19:49:53+08:00,http://www.jianshu.com/p/db02bc37095b
智_先生,我们该感谢王者荣耀耗尽了80%的人上升的空间,2017-07-03T22:11:31+08:00,http://www.jianshu.com/p/4ccf95f5c4d3
无声的和谐,Snapseed基础教程手把手教你手机修大片,2017-01-14T22:57:46+08:00,http://www.jianshu.com/p/9f5d2c402b8f
大胜PPT,【干货】看了这篇文章，你还找不到你要的资源，那我也没招了……,2016-03-23T22:49:32+08:00,http://www.jianshu.com/p/24236d6b5939
和梦无,高效的一天可以这样过,2016-02-16T19:59:11+08:00,http://www.jianshu.com/p/2307931027c1
阿随向前冲,最经典的PS入门笔记，来自李涛老师的高手之路,2016-08-16T07:03:29+08:00,http://www.jianshu.com/p/1137eebb0ed2
凌晨四点半,六大类常用的专业搜索工具,2016-08-12T14:25:04+08:00,http://www.jianshu.com/p/ae7c8513bb00
三顿ppt,“这人做的PPT好丑啊。”,2016-07-21T08:51:01+08:00,http://www.jianshu.com/p/bb7953967468
三顿ppt,9款不为人知却好用到爆的PPT辅助工具,2016-04-18T22:21:08+08:00,http://www.jianshu.com/p/1e286914e3ba
MR_LP___李鹏,面试你之前，我希望在简历上看到这些！,2016-11-18T16:41:14+08:00,http://www.jianshu.com/p/84b0dd277f13
小强先森,【干货】让你薪资翻10倍的网站  大学生与职场人请收藏 ,2016-07-31T15:14:34+08:00,http://www.jianshu.com/p/21b92c8b008d
张书乐,关键90后？千亿市场？BATJ能否“搅局”汽车金融三国杀,2017-11-27T20:32:40+08:00,http://www.jianshu.com/p/ed5c934bfcb5
石山下,那个会后空翻的机器人（上）,2017-11-27T17:59:23+08:00,http://www.jianshu.com/p/a56709cf3966
Nlinger,列表的性能优化-图片性能,2017-11-27T19:02:13+08:00,http://www.jianshu.com/p/ccf7644ebde6
倪叔think,刘涛现场站台，深圳卫视直播，金立这次新品发布玩大了！,2017-11-27T21:11:50+08:00,http://www.jianshu.com/p/969a8e197f3c
Elinaliu,碎片化自我提升：为大学生推荐的优质APP,2015-02-05T23:43:14+08:00,http://www.jianshu.com/p/6e69ac6959d8
刘思宁,11个App，比别人更快找到「高质量国外资讯」,2016-05-04T14:47:23+08:00,http://www.jianshu.com/p/f5a2d140b13c
三顿ppt,10个不为人知却好用到爆的PPT辅助网站,2016-04-23T18:15:54+08:00,http://www.jianshu.com/p/ef781c53d496
浮云发发,微服务架构实践 - 你只懂docker与spring boot就够了吗？,2017-02-27T02:50:45+08:00,http://www.jianshu.com/p/e940b04157ff
goeasyway,Android面试一天一题（Day 20：程序员何苦为难程序员（下））,2016-07-27T21:27:25+08:00,http://www.jianshu.com/p/e466b6390a7c
BeeNoisy,Sprnig Boot 之路[3]--打包成可运行的jar,2016-08-15T18:30:53+08:00,http://www.jianshu.com/p/b521f819b06a
一纸VR,VR视频播放器知多少？盘点2016年宅男资源神器,2017-01-12T11:51:27+08:00,http://www.jianshu.com/p/43be2a3b61f0
一纸VR,老司机对VR资源的一些描述,2016-12-09T17:40:35+08:00,http://www.jianshu.com/p/80945f5c3e42
一纸VR,这些VR资源聚合平台是你喜欢的吗？,2016-10-10T10:29:45+08:00,http://www.jianshu.com/p/93f3275538fe
一纸VR,当虚幻与现实重叠，VR虚拟世界里的VR资源,2016-09-21T10:15:17+08:00,http://www.jianshu.com/p/ad4947d298de
一纸VR,优秀的VR资源怎么找？,2016-11-18T10:36:48+08:00,http://www.jianshu.com/p/3de68af75ecc
一纸VR,没毛病，就是带大家找VR资源！,2016-12-16T16:57:12+08:00,http://www.jianshu.com/p/9fcdce0b994f
一纸VR,两款有特色的VR资源聚合app，有特色才更好玩！,2016-12-16T16:52:21+08:00,http://www.jianshu.com/p/2101d4d0f271
一纸VR,总在找VR资源，你知道你看的VR资源是什么吗？,2016-09-14T16:05:48+08:00,http://www.jianshu.com/p/80eca09d4081
一纸VR,蓝光画质，VR资源，我们需要的VR资源！,2016-08-23T15:12:10+08:00,http://www.jianshu.com/p/68e6666d2829
筱晴晴,新媒体运营原来如此简单！,2017-11-26T00:53:37+08:00,http://www.jianshu.com/p/e41d6879f89a
ThoughtWorks中国,传统教育的断崖,2017-09-25T09:50:38+08:00,http://www.jianshu.com/p/f134d76e967d
王雨城,[Hexo个人博客]  简述主题切换及其注意事项,2017-05-22T22:08:49+08:00,http://www.jianshu.com/p/34d51507659a
youlianchun,"WKWebView, UIWebView H5标签input type=file didmis问题处理 选择图片拦截 ",2017-05-02T12:27:38+08:00,http://www.jianshu.com/p/9f6734f1f124
jijs,字节码分析finally块对return返回值的影响,2017-05-18T23:33:58+08:00,http://www.jianshu.com/p/ca974c53af87
山姆1,什么是项目管理？《项目计划、进度与控制》-读书系列,2017-01-29T23:28:38+08:00,http://www.jianshu.com/p/b4b95eb58c55
桂圆_noble,React Router v4 入坑指南,2017-07-07T20:11:33+08:00,http://www.jianshu.com/p/6a45e2dfc9d9
陈阿静Chan,UI设计师的入门之路,2017-04-28T16:59:27+08:00,http://www.jianshu.com/p/c1861ded3e04
代码咖啡,多设备同步hexo搭建的Github博客,2016-10-13T12:19:51+08:00,http://www.jianshu.com/p/6fb0b287f950
treelake,使用Keras和DDPG玩赛车游戏（自动驾驶）,2016-10-22T15:46:00+08:00,http://www.jianshu.com/p/a3432c0e1ef2
Deserts_X,Gephi绘制微博转发图谱：以“@老婆孩子在天堂”为例,2017-08-14T23:44:14+08:00,http://www.jianshu.com/p/cdb215761428
剑客的旁白,机器学习之练习材料一（线性回归）,2016-09-16T23:23:28+08:00,http://www.jianshu.com/p/6360484f15c5
无敌大灰狼me,内存的战争[转],2017-10-29T13:41:36+08:00,http://www.jianshu.com/p/d04a1affaa26
LLZZCHEN,小程序初体验：手把手教你写出第一个小程序（一）,2017-01-10T11:01:10+08:00,http://www.jianshu.com/p/027726e15a32
阿里云云栖社区,深度学习炼丹清单：从“入坑”到“放弃”,2017-11-27T13:55:16+08:00,http://www.jianshu.com/p/60fd6049fe90
灯泡虫,代码混淆 md5 + base64,2017-03-05T19:49:10+08:00,http://www.jianshu.com/p/6be4b966c46e
J_Knight_,2017年5月iOS招人心得（附面试题）,2017-06-08T13:24:25+08:00,http://www.jianshu.com/p/56e40ea56813
倪叔think,悄然归来的李笑来与他的骗局！,2017-11-21T09:22:07+08:00,http://www.jianshu.com/p/5103ce00c5dc
zerygao,iOS无埋点数据SDK的整体设计与技术实现,2017-05-07T22:03:32+08:00,http://www.jianshu.com/p/5f16e1de6d5a
丑陋的白痴,一个不称职的CTO有话说,2017-02-23T23:12:15+08:00,http://www.jianshu.com/p/c9af01e82195
傲看今朝,从哪里可以获得一些关于excel的免费教程？,2017-11-27T15:13:11+08:00,http://www.jianshu.com/p/b7e3a421c266
foruok,程序员如何成为自由职业者？,2017-09-06T06:55:51+08:00,http://www.jianshu.com/p/a4f06e05dfa4
杜仲闲谈,期望成长为合格CTO的你如何选择合适的环境？,2017-10-09T22:50:31+08:00,http://www.jianshu.com/p/40ca7dcf42b8
闫浩,今日头条干什么都会成功的惯性能不能延续？,2017-11-23T18:31:42+08:00,http://www.jianshu.com/p/5f1d3711b4ed
JinkeyBlog,Vue2.0 新手完全填坑攻略——从环境搭建到发布,2016-10-10T23:10:03+08:00,http://www.jianshu.com/p/5ba253651c3b
陶菜菜,Android无埋点数据收集SDK关键技术,2017-04-08T14:06:05+08:00,http://www.jianshu.com/p/b5ffe845fe2d
Shiny哪里跑,浅谈产品上线前后种子用户运营,2016-03-23T22:41:30+08:00,http://www.jianshu.com/p/5f19a6663f4e
虫草,API接口管理之道,2017-05-07T14:15:09+08:00,http://www.jianshu.com/p/be32a38f408d
小怪聊职场,给重度手机阅读依赖者的七点建议,2017-04-30T10:16:48+08:00,http://www.jianshu.com/p/79d20bc3d613
smartbeng,揭秘马化腾背后的男人：微信之父张小龙,2017-06-15T20:22:46+08:00,http://www.jianshu.com/p/6636864e217b
smartbeng,人工智能即将席卷全球，在你日常接触的「快手」中，人工智能就伴随着你。,2017-05-27T20:41:24+08:00,http://www.jianshu.com/p/f2a37526557f
smartbeng,入 IT 行，不是非得写代码,2017-07-13T12:56:51+08:00,http://www.jianshu.com/p/3e44c01f8d45
天叔,职业竞争力,2017-11-13T12:27:51+08:00,http://www.jianshu.com/p/b92658449962
喵不鱼,简书@IT互联网官方专题副主编招募,2017-11-26T19:03:17+08:00,http://www.jianshu.com/p/ccf002b7e47f
京畿部长,中国早熟的互联网，遇到的是尚在襁褓里的用户,2017-09-13T10:46:19+08:00,http://www.jianshu.com/p/f11cdeaff5f2
一天清晨,Python -- wordCloud构造词云图,2017-03-14T13:39:09+08:00,http://www.jianshu.com/p/c68f6e354e18
jijs,Java 自动装箱与拆箱的实现原理,2017-04-21T22:49:06+08:00,http://www.jianshu.com/p/0ce2279c5691
jijs,JVM内存模型,2017-04-20T23:15:50+08:00,http://www.jianshu.com/p/a60d6ef0771b
詹仕波,订单号怎样生成才能好用又好看，难倒了20多位产品经理,2016-11-17T15:19:51+08:00,http://www.jianshu.com/p/3ef577eaacac
采风JS,MPTCP：多连接的TCP,2017-05-25T15:38:41+08:00,http://www.jianshu.com/p/88eaedae147e
没故事的卓同学,[译]程序员如何优雅度过一生的15个建议,2016-02-02T00:01:26+08:00,http://www.jianshu.com/p/e15c1435675f
dongjunkun,推荐几款实用的Android Studio 插件,2015-10-07T11:04:00+08:00,http://www.jianshu.com/p/6f5f818afe4b
大鸡汁,在别人生活里低调地做配角（我和466个程序员的故事）,2016-11-15T13:25:24+08:00,http://www.jianshu.com/p/8938015df951
大鸡汁,程序员，我有个恋爱想找你谈一下,2016-11-18T11:58:08+08:00,http://www.jianshu.com/p/d860c02b5a42
resolvewang,超详细的Python实现百度云盘模拟登陆(模拟登陆进阶),2017-04-17T15:31:02+08:00,http://www.jianshu.com/p/efcf030e68c5
真阿当,SAAS + AI = 互联网+的普及 和 程序员的黄昏,2017-11-20T12:52:09+08:00,http://www.jianshu.com/p/eb568db37204
tamlok,靡不有初，鲜克有终——写在VNote半周岁,2017-04-23T15:31:30+08:00,http://www.jianshu.com/p/3b8e0e70cd48
_小白客,ms17-010：利用“永恒之蓝”攻陷一台计算机,2017-05-15T00:03:01+08:00,http://www.jianshu.com/p/c306901976ad
Hong林伟,从酷狗的“就是歌多”看出了什么,2017-08-13T01:48:22+08:00,http://www.jianshu.com/p/d43fe038508e
小毕先生,干货|Visio 2010专业经典制图软件中文版（附软件）,2017-05-23T13:41:45+08:00,http://www.jianshu.com/p/bb53d2eab958
七小葩,好看的微信文章都是怎么排版的？,2017-10-27T21:52:38+08:00,http://www.jianshu.com/p/6f4d13c5ce33
大锤Tracy,只要一小时，谁都能轻松建立个人网站,2016-03-06T14:57:29+08:00,http://www.jianshu.com/p/e238222b05dd
王鹏你妹,机器是如何通过人工智能慢慢超越人类的,2017-11-24T14:24:16+08:00,http://www.jianshu.com/p/70e1a9ae7b4f
有态度有话说,人工智能时代来临，你准备好失业了么？,2017-11-17T20:49:47+08:00,http://www.jianshu.com/p/9f943caec9d3
有态度有话说,我和手机相依为命,2017-11-17T21:28:43+08:00,http://www.jianshu.com/p/7d0e8b59f8d0
肥朝,图解Java面试题-集合,2017-02-05T18:29:56+08:00,http://www.jianshu.com/p/4dc43a640460
美仙传媒炎龙,为什么小程序目前不温不火？,2017-11-24T13:12:49+08:00,http://www.jianshu.com/p/05c3d8feeb04
qi_bc67,小米又到了细分品牌的时候了？,2017-06-17T17:40:50+08:00,http://www.jianshu.com/p/cdfbb567ffd5
陈信诚,3天2夜营销研讨后，我想跟你分享的一个组合策略,2017-11-25T17:27:54+08:00,http://www.jianshu.com/p/240c7e4cade8
Two_Seven,iOS 隐藏导航栏UINavigationBar黑线,2015-11-08T23:32:26+08:00,http://www.jianshu.com/p/8a43bbd05edf
三只手儿,在智能的时代来临之际，没有掌握这个就被out了！,2017-11-26T00:06:29+08:00,http://www.jianshu.com/p/9c6dac617423
梓色扬光,神经科学正帮助我们打造有人类意识的机器,2017-11-26T18:22:20+08:00,http://www.jianshu.com/p/fc5b29c1e610
麟书,18岁程序员的自学之路,2017-01-28T14:01:00+08:00,http://www.jianshu.com/p/eefa380436fc
齐修_qixiuss,深度剖析浏览器渲染性能原理，你到底知道多少？,2016-06-20T13:51:48+08:00,http://www.jianshu.com/p/a32b890c29b1
峰峰小,一种巧妙的绕过Android锁屏密码的方法,2016-10-21T05:05:04+08:00,http://www.jianshu.com/p/a6927ffe0a20
李庆文,Markdown学习？5分钟就够了,2016-08-05T23:54:03+08:00,http://www.jianshu.com/p/49e32982a118
灯下鼠,程序员中需要同性恋,2017-06-03T20:35:33+08:00,http://www.jianshu.com/p/11712b0d7956
Tamic,Android 深入理解Loader机制 让APP轻装上阵,2016-05-30T19:44:12+08:00,http://www.jianshu.com/p/385327e35711
爻言,找不到对象没关系，国内有家教人恋爱的学校开课了！,2017-11-23T09:50:29+08:00,http://www.jianshu.com/p/c5c0b1005b05
北邮老土,WPS之父的故事，求伯君的故事,2017-11-26T07:30:59+08:00,http://www.jianshu.com/p/84b6cd7341f7
陈宇明,码仔：为何别人的团队战斗力爆表？,2017-11-26T02:30:26+08:00,http://www.jianshu.com/p/1eeb37ad78f8
简叔,iOS的这个设置让我们每年损失365万,2017-09-25T23:40:23+08:00,http://www.jianshu.com/p/58c7a0c457bb
王树义,文科生如何高效学数据科学？,2017-11-26T11:31:19+08:00,http://www.jianshu.com/p/e3f52e0860fd
涤生_Woo,一篇文章带你熟悉 TCP/IP 协议（网络协议篇二）,2017-11-11T14:27:49+08:00,http://www.jianshu.com/p/9f3e879a4c9c
奋斗De奶爸,程序员别迷茫，通往牛逼的道路有很多,2016-03-06T09:42:12+08:00,http://www.jianshu.com/p/6480a5cc07c1
boyzcl,传说中的产品经理如何工作：一个功能诞生的全过程,2017-09-11T15:26:30+08:00,http://www.jianshu.com/p/95a62aabae19
陈小霖Kelly,管理 | 从阿米巴经营，到蜂巢思维组织变革,2017-11-20T21:36:10+08:00,http://www.jianshu.com/p/1fec460e6f9f
南良熊,四种常见的App弹窗设计：Toast、Dialog、Actionbar 和 Snackbar,2016-08-28T19:30:11+08:00,http://www.jianshu.com/p/d6c9a485c061
小播读书,关于如何坚持每天阅读的3个小建议,2017-11-16T18:18:10+08:00,http://www.jianshu.com/p/e82fda600dc2
王树义,Markdown两键排版微信公众号文章,2016-10-06T20:02:45+08:00,http://www.jianshu.com/p/f5adb7cd2583
平章大人,不会做运营？不如先去小咖秀做个试验,2017-10-01T17:33:09+08:00,http://www.jianshu.com/p/6edd31fda2fc
kelgon,Redis基础、高级特性与性能调优,2017-02-28T16:22:43+08:00,http://www.jianshu.com/p/2f14bc570563
我是磊少,微商的“泡沫”。,2017-11-26T00:26:28+08:00,http://www.jianshu.com/p/d85860a33f53
琢爱舟,都什么人在简书上混？,2017-09-02T11:17:10+08:00,http://www.jianshu.com/p/52f8146cff61
表妹的EXCEL,少年，你听说过“表中表”么？,2017-04-07T10:39:32+08:00,http://www.jianshu.com/p/1a7c9ae2ef6c
Ruheng,一篇文章，教你学会Git,2017-08-23T15:41:22+08:00,http://www.jianshu.com/p/072587b47515
阿里云云栖社区,阿里毕玄：智能时代，运维工程师在谈什么？,2017-11-24T12:01:12+08:00,http://www.jianshu.com/p/ed3696b6a912
这波能反杀,前端基础进阶（一）：内存空间详细图解,2017-02-09T16:19:10+08:00,http://www.jianshu.com/p/996671d4dcc4
搬来的救兵,关于简书承接广告，我来谈下我的看法,2017-11-13T13:25:59+08:00,http://www.jianshu.com/p/8f5ec2cbb11b
麒少爷,产品经理不是传话筒，而是翻译器,2017-10-31T14:20:47+08:00,http://www.jianshu.com/p/afb1590e58b2
AlexTuring,pyTorch版OpenNMT的学习笔记,2017-05-13T18:27:44+08:00,http://www.jianshu.com/p/f65397983d07
文公子ASO,App Store搜索问题现状：审核变慢，应用未审核，马甲频被拒，产品被清词，开发者账号批量被封等,2017-03-07T11:23:16+08:00,http://www.jianshu.com/p/38598abae48a
奔跑的先行者,快手该不该被封杀？,2017-11-25T15:04:28+08:00,http://www.jianshu.com/p/693c6c6df6b0
web前端程序员,千万别让程序员带孩子，否则你一定很后悔！,2017-11-25T16:33:02+08:00,http://www.jianshu.com/p/0d24e82f3c9c
矜持的豪猪Leo,WF-1000X降噪豆试用体验报告，这次索尼跑偏了？,2017-11-24T17:37:33+08:00,http://www.jianshu.com/p/df5012308241
