number,didian,zhiwei,mingcheng
1,北京,技术类,MIG16-位置大数据后台工程师（北京）
1,深圳,技术类,OMG236-视频数据挖掘高级工程师（深圳）
1,深圳,产品/项目类,OMG236-腾讯视频移动端产品经理（深圳）
2,深圳,技术类,OMG236-iOS高级工程师（深圳）
1,上海,产品/项目类,21229-沙盒游戏产品运营经理（上海）
1,深圳,技术类,HY1-质量平台应用开发工程师（深圳）
1,深圳,职能类,MIG-HRBP（深圳）
1,深圳,设计类,24491-王者荣耀全球版-高级UI设计师
1,深圳,技术类,WXG06-115 微信支付web前端开发（深圳）
1,北京,内容编辑类,23673-娱乐品类运营编辑
1,深圳,技术类,SNG04-QQ看点IOS视频客户端开发工程师（深圳）
2,北京,技术类,MIG16-自动驾驶数据平台高级后台开发工程师(北京)
2,北京,技术类,MIG16-自动驾驶数据平台大数据高级系统架构师(北京)
2,深圳,技术类,SNG08-后台开发工程师（深圳）
1,深圳,技术类,21085-游戏运维工程师（深圳）
1,北京,内容编辑类,SNG16-QQ音乐内容编辑（北京）
2,深圳,技术类,SNG07-质量管理工程师（深圳）
1,北京,技术类,MIG16-车联网web前端开发（北京）
1,上海,市场类,OMG192-全国渠道中心大数据分析经理（上海）
1,北京,技术类,MIG16-地图数据平台后台开发高级工程师（北京）
1,深圳,技术类,MIG18-机器学习算法工程师（深圳）
1,深圳,技术类,18428-银行业务测试工程师（深圳）
1,深圳,产品/项目类,SNG02-视频云项目经理（深圳）
2,深圳,产品/项目类,SNG03-直播产品内容运营经理（深圳）
1,深圳,技术类,SNG02-IOT C++开发工程师（深圳）
1,上海,产品/项目类,20503-产品经理（上海）
4,深圳,技术类,SA-腾讯社交广告算法工程师（质量研发中心 深圳）
1,北京,市场类,SA-腾讯社交广告营销策划经理（北京）
3,深圳,市场类,SA-腾讯社交广告创意经理(深圳)
2,深圳,产品/项目类,SNG06-企鹅电竞主播运营经理（深圳）
2,北京,产品/项目类,23671-MCN产品经理/产品策划(北京）
1,深圳,产品/项目类,SNG06-企鹅电竞高级主播运营经理（深圳）
2,深圳,产品/项目类,SNG06-企鹅电竞商业化运营经理（深圳）
2,深圳,产品/项目类,SNG06-企鹅电竞赛事运营经理（深圳）
2,深圳,产品/项目类,SNG06-企鹅电竞直播运营经理（深圳）
1,深圳,技术类,SNG16-QQ音乐/全民K歌音频算法工程师（深圳）
1,深圳,技术类,SNG16-QQ音乐/全民k歌搜索算法高级工程师（深圳）
1,深圳,产品/项目类,MIG06-高级产品策划经理（深圳）
1,深圳,产品/项目类,MIG06-硬件产品经理（深圳）
1,深圳,市场类,MIG06-品牌经理（深圳）
1,深圳,产品/项目类,MIG06-商业合作经理（深圳）
1,深圳,产品/项目类,MIG06-AI语义产品经理（深圳）
0,深圳,技术类,MIG06-高级算法工程师（深圳）
2,北京,技术类,TEG13-自然语言处理高级工程师（北京）
3,深圳,设计类,15579-3D角色模型师（深圳）
1,深圳,技术类,HY1-测试开发工程师（深圳）
3,北京,职能类,20761-内容管理高级经理（北京）
1,北京,职能类,AQ-安全研究高级研究员
2,北京,职能类,20761-政策研究高级经理
1,上海,产品/项目类,15573-资深手游运营经理（上海）
1,北京,产品/项目类,OMG148-智慧房产项目经理（北京）
1,深圳,产品/项目类,21089-英雄联盟赛事内容运营(深圳）
1,深圳,技术类,HY2-数据挖掘高级后台开发工程师(深圳)
2,深圳,技术类,MIG09-商品推荐算法高级工程师
2,深圳,技术类,MIG09-QQ浏览器社区高级推荐算法工程师（深圳）
1,深圳,市场类,HY6-内容营销经理（深圳）
1,成都,产品/项目类,15575-《王者荣耀》世界观架构策划（成都）
1,深圳,职能类,23677-互娱服务采购经理（深圳）
2,深圳,技术类,SNG03-数据挖掘工程师（深圳）
2,深圳,产品/项目类,SNG03-兴趣部落运营经理（深圳）
1,深圳,产品/项目类,SNG03-互动视频产品策划经理（深圳）
1,深圳,技术类,SNG02-运营开发高级工程师（深圳）
3,深圳,技术类,SNG03-互动视频C++/C高级后台开发工程师（深圳）
1,上海,产品/项目类,21229-体育游戏主策划（上海）
1,上海,产品/项目类,21229-游戏运营商业化策划（上海）
1,深圳,产品/项目类,MIG06-搜索策略高级产品经理（深圳）
1,成都,产品/项目类,15575-《王者荣耀》IP内容监修（成都）
1,深圳,技术类,HY2-游戏云存储开发工程师（深圳）
2,广州,技术类,WXG03-115 微信开放平台web前端开发工程师（广州）
2,深圳,技术类,TEG03-高级后台开发工程师（深圳）
1,深圳,技术类,TEG10-IDC资源管理项目经理（深圳）
1,深圳,技术类,TEG04-web前端开发工程师（深圳）
1,上海,技术类,SNG04-看点公众号数据挖掘工程师
1,深圳,产品/项目类,SNG06-鹅漫U品商品运营经理（深圳）
1,北京,职能类,20764-政府及公共事务高级经理
4,深圳,产品/项目类,SNG17-QQ钱包-产品运营经理（深圳）
1,北京,技术类,MIG16-位置大数据机器学习/深度学习算法研究员（北京）
1,北京,技术类,MIG16-地图定位算法研究员（北京）
1,北京,技术类,TEG13-图像OCR算法工程师(北京)
4,深圳,技术类,TEG17-机器学习研究员（深圳）
1,深圳,技术类,TEG13-自然语言处理高级工程师（深圳）
2,北京,技术类,22086-数据挖掘工程师(北京）
1,深圳,产品/项目类,GH-智慧水务专员
7,北京,内容编辑类,16810-移动内容编辑（北京）
1,上海,设计类,21062-高级特效美术设计师（上海）
1,上海,设计类,21062-技术美术专家（上海）
2,深圳,技术类,SNG04-手Q轻游戏平台后台开发工程师（深圳）
1,上海,产品/项目类,HY1-WeTest平台技术产品经理
1,深圳,技术类,HY1-游戏专项测试工程师（深圳）
1,深圳,技术类,HY2-高级系统工程师（深圳）
1,北京,技术类,23674-新闻架构中心组长
1,深圳,市场类,23873-投后管理经理
1,北京,产品/项目类,MIG16-地图POI数据分析产品经理（北京）
1,深圳,技术类,SNG11-数据分析师（深圳）
1,北京,技术类,MIG16-自动驾驶数据平台高级前端开发工程师（北京）
1,深圳,技术类,TEG06-系统测试工程师（深圳）
1,北京,技术类,MIG16-地图POI数据自然语言处理工程师（北京）
1,北京,技术类,MIG16-地图POI数据挖掘高级研发工程师（北京）
1,杭州,产品/项目类,SNG02-QQ物联产品策划经理（杭州）
1,北京,技术类,MIG16-地图POI数据策略研发工程师（北京）
1,深圳,职能类,SHR-培训经理（深圳）
1,上海,技术类,HY2-运营开发高级工程师（上海）
1,上海,技术类,HY2-运营开发工程师（上海）
1,上海,技术类,HY2-Web前端开发工程师（上海）
1,深圳,技术类,HY2-PHP开发工程师(深圳)
1,深圳,技术类,HY2-后台开发工程师（深圳）
7,北京,市场类,19885-客户经理（区域拓展部）
1,深圳,产品/项目类,SNG03-互动视频渠道运营经理（深圳）
1,北京,市场类,OMG192-华北渠道销售经理（北京）
2,深圳,产品/项目类,22989-腾讯云社区运营经理（深圳）
1,上海,产品/项目类,21229-代理游戏海外PM（上海）
3,深圳,技术类,SNG11-高级数据分析师（深圳）
1,深圳,技术类,SNG01-QQ-后台开发工程师（深圳）
1,北京,市场类,24547-战略高级分析师
1,北京,技术类,MIG15-语音识别算法研究员
2,深圳,技术类,22989-腾讯云服务器系统工程师（深圳）
1,深圳,产品/项目类,22989-腾讯云国际版计费高级产品经理（）
1,北京,市场类,OMG153-数据分析师（北京）
1,北京,产品/项目类,HY6-发行项目经理（北京）
1,北京,市场类,17759-产品分析经理
1,广州,市场类,HY6-市场推广经理(广州）
1,深圳,技术类,SNG01-QQ-自然语言处理专家（深圳）
1,北京,内容编辑类,SNG01-日迹内容运营（北京）
0,深圳,产品/项目类,SNG01-TIM产品运营（APP推广）（深圳）
1,深圳,技术类,OMG236-腾讯视频mac软件测试工程师（深圳）
1,深圳,技术类,OMG236-计算机视觉算法研发工程师（深圳）
1,深圳,职能类,TA-职业发展经理（深圳）
1,深圳,技术类,TEG03-高级数据挖掘算法工程师（深圳）
1,深圳,设计类,17520-3D角色美术师（深圳）
1,深圳,技术类,HY1-语音测试开发工程师（深圳）
1,深圳,产品/项目类,15602-MMO游戏数值策划
1,深圳,产品/项目类,15602-卡牌游戏数值策划
1,深圳,技术类,TEG05-python运营开发高级工程师（深圳）
1,美国,技术类,TEG17-自然语言处理研究员（美国）
3,成都,技术类,22989-腾讯云web前端开发工程师（成都/深圳）
1,深圳,产品/项目类,22989-腾讯云高级产品经理（深圳）
1,美国,技术类,TEG17-计算机视觉研究员
2,深圳,技术类,GH-数据识别与转换工具开发工程师
1,深圳,技术类,GH-高级测试工程师
1,深圳,技术类,GH-视频算法工程师
2,深圳,技术类,GH-应用研究工程师
1,深圳,技术类,GH-高级运维工程师
1,深圳,技术类,GH-智慧城市大数据架构师
1,深圳,产品/项目类,21309-企鹅辅导用户运营经理（深圳）
1,深圳,产品/项目类,21309-企鹅辅导活动运营经理（深圳）
1,深圳,技术类,SNG06-鹅漫U品web开发工程师（深圳）
1,深圳,产品/项目类,SNG01-QQ产品负责人（深圳）
2,深圳,技术类,SA-腾讯社交广告反作弊工程师（微信广告方向）
2,深圳,技术类,MIG04-Web开发工程师（深圳）
1,上海,市场类,19116-互联网+行业商务拓展经理（上海）
2,深圳,技术类,16810-腾讯动漫运营开发工程师（深圳）
2,深圳,产品/项目类,GH-开放平台产品经理
3,深圳,产品/项目类,GH-物联网产品策划
1,深圳,技术类,18796-IOS移动客户端开发（深圳）
1,深圳,产品/项目类,18796-WeGame平台产品策划
2,深圳,产品/项目类,19511-游戏学院内部培训经理（深圳）
1,上海,产品/项目类,24548-商业产品经理
1,上海,产品/项目类,24547-高级商业产品策划（上海）
1,北京,产品/项目类,24547-高级商业产品策划（北京）
2,深圳,产品/项目类,24491-王者荣耀全球版-韩国市场UA（首尔）
1,北京,技术类,MIG16-地图数据策略工程师（北京）
1,北京,技术类,MIG16-地图后台高级研发工程师-融合方向（北京）
2,北京,技术类,MIG16-地图数据高级后台工程师（北京）
2,北京,技术类,MIG16-大数据平台开发工程师(北京)
1,深圳,技术类,HY1-移动端沙盒游戏研发（深圳）
1,深圳,技术类,HY1-Web前端开发(深圳)
1,北京,技术类,MIG16-地图大数据平台高级开发工程师(北京)
2,北京,产品/项目类,MIG16-地图数据高级产品经理(北京)
2,北京,产品/项目类,MIG16-地图数据工艺高级产品经理（北京）
1,深圳,市场类,MIG15-AR博物官商务拓展经理
1,上海,技术类,HY1-ios测试开发工程师（上海）
2,深圳,产品/项目类,SNG02-腾讯云行业高级运营经理（深圳）
2,深圳,产品/项目类,24491-王者荣耀全球版-海外游戏版本管理（深圳）
1,深圳,产品/项目类,24491-王者荣耀全球版-欧美游戏内容运营（深圳）
1,深圳,产品/项目类,24491-王者荣耀全球版-海外游戏数据分析（深圳）
2,深圳,市场类,24491-王者荣耀全球版-海外渠道高级经理（深圳）
2,深圳,技术类,XN-数据分析工程师（深圳）
2,深圳,产品/项目类,SNG17-QQ支付产品策划经理（深圳）
1,北京,技术类,22989-移动云解决方案架构师（北京/上海/深圳）
2,北京,技术类,SA-腾讯社交广告服务端PHP高级开发工程师（北京）
4,北京,产品/项目类,21309-企鹅辅导高级教研经理（北京）
2,深圳,产品/项目类,22989-腾讯云官网流量运营经理（SEO方向）（深圳）
2,北京,内容编辑类,22087-体育电竞直播导演（北京）
1,深圳,技术类,18436-高级web前端开发工程师（深圳）
1,深圳,技术类,18436-Spark高级工程师（深圳）
2,深圳,技术类,18436-java架构师
1,深圳,技术类,24491-王者荣耀全球版-移动客户端开发工程师（深圳）
2,上海,技术类,19332-高级PHP开发工程师（上海）
1,上海,技术类,19332-高级Web后台开发工程师(上海)
1,上海,技术类,19332-企点C++后台高级工程师（上海）
1,上海,技术类,19332-企业产品iOS开发工程师(上海)
1,上海,技术类,15573-手游资深后台开发工程师（上海）
1,上海,技术类,19332-高级PHP开发工程师（上海）
1,上海,技术类,19332-企点客户端开发工程师（上海）
2,北京,产品/项目类,23671-策略分析师
2,深圳,技术类,OMG236-腾讯视频搜索后台研发工程师（深圳）
3,北京,产品/项目类,23671-数据分析师
4,深圳,技术类,SNG06-企鹅电竞高级后台开发工程师（深圳）
1,深圳,技术类,TEG03-机器学习和数据挖掘工程师（深圳）
1,深圳,技术类,TEG12-IDC运营服务管理经理（深圳）
1,北京,产品/项目类,19822-影视制片经理
1,深圳,技术类,TEG14-mysql运维工程师（深圳）
1,深圳,技术类,TEG14-交易型业务后台开发工程师（深圳）
2,深圳,技术类,TEG09-分布式存储后台开发工程师（深圳）
2,深圳,技术类,TEG09-音频研发工程师（深圳）
1,深圳,产品/项目类,18402-动作游戏策划（移动端）
2,深圳,技术类,15570-端游前台开发工程师（深圳）
1,深圳,职能类,S2-CDG财务管理（深圳）
1,深圳,设计类,MIG03-智能平台AI交互设计师
1,北京,技术类,MIG03-iOS测试开发工程师（北京）
1,北京,技术类,MIG03-腾讯地图高级算法评测工程师（北京）
1,深圳,技术类,22989-COS运维工程师（深圳）
2,深圳,职能类,S2-高级会计师(深圳)
1,上海,职能类,20765-政府事务经理
2,上海,设计类,15573-游戏交互设计师(上海)
1,北京,内容编辑类,23673-财经运营中心热点运营组编辑
1,深圳,技术类,18796-Windows客户端开发工程师（深圳）
1,深圳,技术类,HY2-容器云高级开发工程师（深圳）
1,深圳,职能类,S2-风险管理和内部控制分析师（采购管理-系统实施方向）（深圳）
1,深圳,技术类,18796-WeGame Video Android应用开发工程师（深圳）
1,深圳,职能类,S2-高级风险管理和内部控制分析师（采购管理-信息共享方向）（深圳）
4,深圳,技术类,15579-移动游戏客户端开发工程师（深圳）
1,深圳,技术类,CS-测试工程师
1,深圳,技术类,22025-沙盒游戏客户端开发工程师（深圳）
1,深圳,技术类,MIG09-浏览器大数据后台开发工程师
1,上海,产品/项目类,15614-项目经理（上海）
1,深圳,技术类,WXG02-121 微信音频内核开发工程师（深圳/北京/广州）
1,深圳,职能类,RL-人力效能分析规划经理（深圳）
1,长沙,职能类,S2-大湘网财务总监（长沙）
1,深圳,技术类,HY2-python后台开发工程师（深圳）
1,深圳,技术类,HY2-游戏运维工程师（深圳）
1,深圳,职能类,21530-腾讯音乐薪酬经理（深圳）
1,广州,市场类,22968-华南汽车销售策划经理
1,北京,职能类,S2-高级风险管理经理(北京）
3,北京,技术类,MIG16-AI算法研究（北京）
1,上海,技术类,OMG064-Web前端开发工程师（上海）
4,成都,技术类,22989-智慧零售行业研发工程师（深圳/成都/北京）
1,北京,技术类,TEG13-OCR算法工程师（深圳）
2,深圳,职能类,S2-AR财务经理（深圳）
1,深圳,职能类,RL-招聘规划高级经理（深圳）
2,北京,技术类,MIG16-运营后台开发工程师（北京）
1,深圳,产品/项目类,HY1-游戏公共技术项目经理（深圳）
1,深圳,产品/项目类,HY1-游戏语音产品策划（深圳）
1,上海,技术类,HY1-高级web前端开发工程师（上海）
1,深圳,产品/项目类,15611-动作策划（深圳）
1,北京,技术类,MIG16-腾讯地图Android开发工程师（北京）
1,深圳,技术类,20016-移动游戏专项测试工程师（深圳）
2,深圳,产品/项目类,21085-穿越火线社区经理（深圳）
2,深圳,技术类,TEG09-Android研发工程师（深圳）
1,北京,产品/项目类,MIG16-导航路线策略高级产品经理（北京）
1,上海,技术类,19332-数据挖掘开发Leader（上海）
1,北京,技术类,23486-高级web前端工程师（北京）
2,北京,内容编辑类,23673-新闻热点运营编辑（北京）
2,深圳,职能类,S2-MIG财务分析（深圳）
1,北京,技术类,MIG16-基础架构工程师（北京）
1,北京,技术类,MIG16-地图大数据挖掘工程师（北京）
1,广州,职能类,CB-薪酬福利经理（深圳）
1,北京,内容编辑类,22086-篮球内容运营（北京）
2,深圳,技术类,TEG01-数据挖掘工程师（深圳）
1,深圳,技术类,TEG01-PHP开发工程师（深圳）
1,深圳,技术类,TEG01-WEB开发工程师（深圳）
2,深圳,技术类,TEG01-C++客户端开发工程师（深圳）
1,深圳,技术类,TEG01-自然语言处理工程师（深圳）
1,深圳,技术类,TEG01-后台开发工程师（深圳）
1,深圳,产品/项目类,22989-腾讯专有云高级产品经理(IAAS)（深圳）
1,深圳,产品/项目类,22989-腾讯专有云高级产品经理(PAAS)（深圳）
1,深圳,产品/项目类,22989-腾讯专有云高级产品经理(平台)（深圳）
1,北京,技术类,MIG16-地图专题数据后台开发高级工程师-情报挖掘方向（北京）
1,北京,技术类,MIG16-地图专题数据前端开发高级工程师（北京）
1,北京,产品/项目类,MIG16-地图骑行步行导航数据高级产品经理（北京）
1,北京,产品/项目类,MIG16-地图专题数据高级产品经理（北京）
1,深圳,技术类,HY2-游戏运维工程师（深圳）
1,深圳,设计类,24491-多媒体广告创意设计师（深圳）
1,深圳,职能类,AQ-安全产品经理（深圳）
1,深圳,市场类,23295-互娱媒介运营经理（深圳）
1,深圳,产品/项目类,23295-互娱内容平台产品经理（深圳）
1,深圳,产品/项目类,23295-互娱高级社区运营经理(深圳)
1,上海,设计类,15573-游戏美术UI视觉设计师（上海）
1,深圳,技术类,EC-前端开发工程师（深圳）
3,深圳,技术类,TEG09-高级业务运维工程师（深圳）
4,深圳,技术类,TEG11-机器学习高级工程师（深圳）
1,深圳,产品/项目类,TEG11-高级产品经理（深圳）
3,北京,市场类,21769-泛娱乐发行合作经理（北京）
1,深圳,产品/项目类,MIG06-平台策划产品经理（深圳）
2,北京,技术类,15612-游戏客户端开发(北京）
1,沈阳,市场类,22990-渠道销售经理（沈阳）
3,深圳,技术类,SA-腾讯社交广告数据分析师 （深圳 ）
2,北京,产品/项目类,SA-腾讯社交广告平台产品策划经理（北京）
4,深圳,产品/项目类,SA-腾讯社交广告游戏KA运营经理（深圳）
3,北京,技术类,SA-腾讯社交广告系统后台开发高级工程师（北京）
2,深圳,技术类,21309-在线教育ios开发工程师（深圳）
2,深圳,技术类,21309-在线教育JAVA后台开发工程师（深圳）
2,北京,产品/项目类,23671-商业运营经理
1,深圳,技术类,22989-腾讯云运营系统开发工程师（深圳）
1,深圳,技术类,SNG04-QQ厘米秀引擎开发高级工程师（深圳）
2,广州,设计类,MIG08-视觉设计师(广州)
1,上海,技术类,HY2-游戏运营高级后台开发工程师（上海）
1,深圳,技术类,SD9-手机游戏后台开发工程师
1,深圳,技术类,MIG03-测试开发工程师（深圳）
1,深圳,产品/项目类,MIG03-产品运营（数据生产顾问）（深圳）
0,北京,产品/项目类,22090-天天快报-客户端高级产品经理（北京）
1,深圳,产品/项目类,MIG06-智能硬件质管项目经理（深圳）
1,深圳,职能类,S2-差旅管理经理（深圳）
1,北京,市场类,17759-短视频活动营销经理
2,成都,技术类,22989-腾讯云大客户售后技术支持专家顾问（成都）
2,深圳,技术类,22989-腾讯云网络后台系统开发工程师（深圳）
1,北京,技术类,23048-翻译君NLP算法高级工程师(北京)
3,北京,市场类,22089-体育经纪（北京）
1,深圳,技术类,MIG07-安全运营工程师（深圳）
1,北京,市场类,23294-互娱动漫品牌经理（北京）
2,深圳,产品/项目类,23294-产品经理（深圳）
1,上海,市场类,23294-互娱品牌经理(上海)
1,深圳,技术类,23295-腾讯游戏内部广告投放系统后台开发（深圳）
1,深圳,产品/项目类,23294-高级产品经理（深圳）
1,深圳,产品/项目类,24491-韩国市场拓展
1,深圳,市场类,22990-行业大客户销售leader（深圳）
1,深圳,产品/项目类,15612-回合策略手游战斗策划（深圳）
1,深圳,产品/项目类,15612-火影忍者手游剧情关卡策划（深圳）
2,深圳,技术类,15612-后台游戏开发工程师（深圳）
1,深圳,设计类,15612-3D动作（深圳）
1,深圳,产品/项目类,SNG06-QQ动漫社群运营经理(深圳）
1,深圳,市场类,SNG06-QQ个性化商务拓展（深圳）
1,深圳,设计类,15611-高级UnrealEngine技术美术（深圳）
1,深圳,技术类,15602-手游客户端开发工程师（深圳）
1,深圳,设计类,15602-高级UI设计师（深圳）
1,北京,技术类,22086-数据开发工程师 （北京）
1,深圳,职能类,SNG-企业文化主管（深圳）
1,深圳,产品/项目类,TEG11-产品经理（深圳）
1,深圳,技术类,TEG11-web前端开发工程师（深圳）
1,北京,市场类,23048-翻译君合作拓展经理
1,深圳,职能类,AQ-安全标准经理（深圳）
1,北京,职能类,AQ-安全标准经理（北京）
1,深圳,职能类,AQ-舆情策划推广经理（深圳）
1,深圳,技术类,22989-游戏云Web前端开发（深圳）
2,深圳,技术类,21309-在线教育web前端开发工程师（深圳）
1,深圳,技术类,22989-腾讯云网络资源管理工程师（深圳）
1,深圳,技术类,18428-财付通测试开发工程师（深圳）
1,深圳,产品/项目类,MIG10-产品运营（深圳）
2,深圳,技术类,WXG06-122 微信支付数据挖掘工程师（深圳）
2,上海,技术类,20503-三维人脸建模研发工程师(上海）
1,深圳,职能类,23677-互娱服务采购高级供应商管理经理（深圳）
1,北京,技术类,MIG15-自然语言处理高级算法研究员
1,深圳,技术类,SD3-移动客户端开发（深圳）
3,深圳,设计类,TEG07-CDC高级视觉设计师（深圳）
1,北京,技术类,18425-金融云售前架构师（北京）
2,深圳,技术类,TEG13-后台开发工程师（深圳）
2,上海,产品/项目类,22989-腾讯云高级产品经理（互联网业务）（上海/北京/深圳）
1,深圳,产品/项目类,23486-证券产品运营（深圳）
2,北京,技术类,MIG16-腾讯地图导航/步行骑行/公交后台开发工程师(北京)
1,北京,技术类,MIG16-地图专题数据后台开发工程师-功能方向（北京）
1,成都,产品/项目类,15575-天美L1手游高级游戏策划（成都）
1,深圳,产品/项目类,21228-MMORPG版本管理
1,北京,技术类,23048-浏览器开发工程师（北京）
1,北京,技术类,MIG16-自动驾驶仿真模拟系统-前端开发(北京)
2,深圳,产品/项目类,23294-产品运营经理
1,深圳,产品/项目类,18432-投研经理
1,深圳,产品/项目类,18796-掌火APP产品运营(深圳)
1,深圳,市场类,HY3-互娱战略发展经理（深圳）
1,深圳,技术类,20503-图像处理/计算机视觉工程师（深圳）
2,深圳,技术类,20503-移动端开发工程师（深圳）
0,北京,市场类,19837-影视宣传策划经理（北京）
1,深圳,设计类,16810-腾讯动漫视觉设计师（深圳）
2,深圳,产品/项目类,21309-辅导员助理（深圳）
1,上海,技术类,18796-ETL开发工程师
1,深圳,技术类,18796-ETL开发工程师
2,深圳,技术类,18796-数据分析师（深圳）
1,深圳,技术类,18796-高级IOS开发工程师（深圳）
2,上海,市场类,18796-WeGame高级商务经理（上海）
1,上海,产品/项目类,18796-数据分析师（深圳）
1,北京,技术类,22090-天天快报-图像算法工程师（北京）
5,北京,技术类,22090-天天快报-短视频算法工程师（北京）
1,深圳,职能类,TEG-企业文化沟通经理（深圳）
1,深圳,产品/项目类,22090-天天快报高级产品经理（产品策划方向）（深圳）
1,深圳,技术类,GY0-数据分析工程师（深圳）
1,深圳,技术类,GY0-海外腾讯云解决方案架构师（深圳）
1,深圳,产品/项目类,XN-竞猜产品策划经理（深圳）
1,北京,产品/项目类,TEG04-高校合作经理（北京）
1,深圳,产品/项目类,TEG04-项目经理（深圳）
1,上海,产品/项目类,SA-品牌客户业务管理经理（上海）
1,深圳,市场类,SNG11-高级商业分析师（深圳）
2,深圳,技术类,22989-云网络后台开发工程师（深圳）
1,上海,产品/项目类,21229-竞技游戏高级赛事运营（上海）
1,北京,产品/项目类,22090-天天快报-视频数据分析师（北京）
1,深圳,市场类,23295-互娱媒介拓展经理（深圳）
1,北京,市场类,SNG03-商务拓展高级经理（北京）
1,深圳,市场类,23295-互娱媒介经理（深圳）
2,深圳,技术类,SNG03-互动视频客户端开发工程师（深圳）
1,深圳,产品/项目类,SNG03-数据分析产品经理（深圳）
1,深圳,技术类,SNG03-互动视频web前端开发工程师（深圳）
1,深圳,技术类,HY2-大数据运维工程师（深圳）
1,深圳,内容编辑类,SNG16-全民K歌原创音乐高级运营经理（深圳）
2,深圳,设计类,15605-手游3D场景设计师（深圳）
1,深圳,产品/项目类,15605-游戏运营（深圳）
2,深圳,市场类,19511-腾讯游戏战略分析经理（深圳）
2,深圳,技术类,OMG236-腾讯视频媒资库后台开发高级工程师（深圳）
2,深圳,技术类,OMG236-web前端开发工程师（深圳）
2,深圳,技术类,TEG13-python后台开发工程师（深圳）
1,深圳,技术类,23671-高级广告后台工程师（深圳）
1,深圳,技术类,23671-高级广告算法工程师 （深圳）
1,深圳,职能类,CB-绩效管理高级经理（深圳）
1,深圳,技术类,HY2-高级数据分析开发工程师（深圳）
1,深圳,技术类,HY2-PHP开发工程师（深圳）
2,深圳,技术类,SA-腾讯社交广告web前端高级开发工程师（深圳）
3,深圳,技术类,18428-腾讯金融业务高级研发工程师(深圳)
1,深圳,技术类,SNG07-云测试高级工程师（深圳）
1,深圳,设计类,18797-游戏2D原画（深圳）
1,深圳,技术类,MIG12-高级网络安全工程师（深圳）
1,深圳,技术类,MIG03-腾讯后台开发工程师（深圳）
1,深圳,产品/项目类,20718-AI内容产品策划经理（深圳）
1,深圳,技术类,MIG03-机器学习高级工程师（深圳）
2,上海,技术类,HY1-游戏测试经理（上海）
1,上海,产品/项目类,15573-手游运营策划（上海）
1,深圳,技术类,MIG09-QQ浏览器搜索算法专家
1,深圳,技术类,HY2-高级安全运营工程师（深圳）
1,深圳,技术类,HY2-大数据开发工程师（深圳）
1,深圳,技术类,HY2-后台开发高级工程师（深圳）
1,深圳,技术类,HY2-机器学习高级算法工程师（深圳）
1,深圳,产品/项目类,HY2-数据增值服务产品经理（深圳）
1,深圳,技术类,HY2-高级游戏运维工程师(深圳)
1,深圳,技术类,HY2-DataMore后台开发工程师（深圳）
1,深圳,产品/项目类,HY2-高级产品经理（文案策划方向）（深圳）
1,北京,市场类,17759-产品合作经理
2,北京,职能类,TEG06-高级售前技术工程师（北京）
1,深圳,技术类,TEG05-后台系统开发工程师（深圳）
1,深圳,技术类,TEG05-高级数据挖掘工程师（深圳）
2,深圳,职能类,TEG06-高级售前技术工程师（深圳）
2,杭州,产品/项目类,SNG02-QQ物联产品策划经理（深圳）
1,深圳,产品/项目类,19081-游戏音频策划（深圳）
1,深圳,设计类,15569-魂斗罗高级技术美术
1,深圳,技术类,22989-腾讯云数据中心运营规划工程师（深圳）
1,深圳,产品/项目类,15569-魂斗罗手游高级玩法策划（深圳）
1,深圳,产品/项目类,15569-魂斗罗高级数值策划（深圳）
1,深圳,技术类,15569-魂斗罗客户端高级研发工程师（深圳）
1,深圳,产品/项目类,15569-魂斗罗高级系统策划（深圳）
2,深圳,技术类,SNG02-腾讯云小微高级后台开发工程师（杭州）
1,深圳,技术类,18302-剑灵IP手游本地化服务器开发工程师（深圳）
1,北京,内容编辑类,23672-腾讯娱乐深度记者（北京）
1,北京,市场类,23672-腾讯娱乐艺人统筹（北京）
1,深圳,产品/项目类,MIG18-游戏渠道运营经理（深圳）
1,深圳,产品/项目类,SNG16-全民K歌渠道运营经理（深圳）
2,深圳,技术类,MIG18-机器学习系统开发工程师（深圳）
2,北京,市场类,23671-商务合作经理
1,深圳,职能类,S2-账务中心高级会计（深圳）
1,深圳,技术类,TEG02-系统运维工程师
1,深圳,技术类,TEG02-机器学习工程师（深圳）
1,深圳,技术类,TEG02-运营开发工程师（深圳）
1,北京,内容编辑类,23672-腾讯娱乐视频内容运营（北京）
1,北京,产品/项目类,23672-腾讯娱乐节目制片人（北京）
1,深圳,内容编辑类,SNG16-全民K歌内容运营经理（深圳）
1,深圳,产品/项目类,SNG16-项目经理（深圳）
1,上海,产品/项目类,15614-大型网络游戏版本管理（上海）
1,上海,产品/项目类,15614-大型网络游戏版本管理（上海）
1,上海,产品/项目类,15618-项目经理（上海）
1,深圳,设计类,MIG03-浏览器购物视觉设计师
1,深圳,设计类,SNG10-UI工程师/前端开发工程师(深圳）
1,北京,技术类,23048-iOS&MacOS 研发工程师（北京）
1,上海,市场类,22990-战略BD经理（上海）
1,北京,市场类,22990-腾讯云创投生态BD经理（北京）
1,北京,产品/项目类,MIG09-QQ浏览器内容策略高级产品经理（北京）
2,上海,产品/项目类,SA-腾讯社交广告KA渠道运营经理（上海）
1,北京,产品/项目类,SA-腾迅社交广告KA渠道运营经理（北京）
